id,myTime,myFramerate,myResolution,shaderTitle,shaderStatsLikes,shaderAuthorName,shaderAuthorDate,shaderStatsViewed,shaderDescription,shaderStatsComments
393,2.63,60.0 fps,420 x 236,Sphere - soft shadow,82,iq,2014-11-17,16095,"Fake plausible soft shadows for spheres. The parameter ""k"" controls the softness.",6
394,0.48,0.8 fps,420 x 236,Morning city,126,Devin,2014-10-10,16073,Turn on fullscreen!,21
395,1.13,60.0 fps,420 x 236,try volumetric,136,candycat,2015-12-24,16045,very simple volumetric rendering. based on https://www.shadertoy.com/view/Xss3DS.,2
396,0.00,00.0 fps,420 x 236,La calanque,153,XT95,2015-12-03,16041,"Something like &quot;Les calanques&quot; a beautiful place near Marseille, France!",30
397,1.81,59.9 fps,420 x 236,Rolling hills,198,Dave_Hoskins,2013-07-29,15992,"Grassy fields. Ray marches a ray to a smooth hill, then enters detailed stepping through a grass like distance, erm, field. 
Now uses eiffie's 'Circle of Confusion' function for blurred ray marching into the grass.
Thanks eiffie!
",26
398,2.35,60.1 fps,420 x 236,Electro,128,sqrt_1,2016-01-07,15995,Port of Humus Electro demo http://humus.name/index.php?page=3D&ID=35,1
399,,,,,,,,,,
400,1.67,60.1 fps,420 x 236,Antialiasing (sort of),209,iq,2014-12-19,15944,"More worms like in XsjXR1, but edge-antialiased (more or less)",11
401,0.89,60.0 fps,420 x 236,Noise animation - Flow,266,nimitz,2014-06-23,15934,"Playing with different ways of animating noise. In this version, the noise is made using a technique similar to ""flow noise"" (maybe it even qualifies as flow noise)",22
402,0.42,0.5 fps,420 x 236,Splitting DNA,157,BigWIngs,2017-05-18,15941,DNA. See comments for details. Hope you like!,25
403,,,,,,,,,,
404,1.02,60.0 fps,420 x 236,Hot Shower,365,Kali,2013-09-12,15748,"Using a tile-folded version of the ""p=abs(p)/dot(p,p)-c"" fractal (ashamedly named by me ""kaliset""),  to render a hot particle-like flow and then applying some distortions to make it look like this kind of ""planet"" object is being hit by it.",21
405,0.00,00.0 fps,420 x 236,"iResolution, iMouse, iDate, etc",235,FabriceNeyret2,2016-12-26,15776,"Utils:  (more here: https://shadertoyunofficial.wordpress.com/)
- see current values ( resolution of screen & texture, mouse, keyboard, time, sound )
- ready-to-use code + comments ( keyboard, printing... )
- draw & blend antialiased lines/disc",84
406,0.78,62.3 fps,420 x 236,Coastal Landscape,470,bitless,2022-05-25,15761,I wanted to do something in the spirit of Van Gogh. It looks better on the full screen.,48
407,0.35,0.6 fps,420 x 236,ValleyRace,101,kuvkar,2016-10-31,15715,Star-wars inspired valley racing scene. There's still some aliasing I might fix but I don't think it's too bad. ,23
408,1.37,60.0 fps,420 x 236,Menger Journey,309,Syntopia,2013-04-13,15658,"Another fly through, this time through a Menger system (with some perturbations). 

The 'roto-perspective' may be adjusted using the 'NonLinearPerspective' define.",16
409,1.39,59.8 fps,420 x 236,SnowMountain,78,Unix,2016-03-01,15594,Effect used in my demo Eden... <br/>Eden : http://www.pouet.net/prod.php?which=66121,8
410,1.22,60.0 fps,420 x 236,Voxel Pac-Man,130,Nrx,2014-12-22,15500,"An attempt to do something like this... Use the mouse to rotate when in 3D .

A slightly different version is there...",20
411,2.19,60.0 fps,420 x 236,Distorted TV,185,ehj1,2013-06-08,15506,"Horizontal wiggle distortion effect combined with, static, vertical movement, scanlines and an rgb offset.

Updated from the last version to add static and vertical movement.",9
412,1.28,60.1 fps,420 x 236,2D Cloth,189,iq,2016-01-21,15475,"Verlet integrated cloth. Next step, 3D",22
413,2.34,59.9 fps,420 x 236,Hand-drawn Sketch,288,HLorenzi,2013-12-14,15453,"Hand-drawn effect with hatching and edge detection! Drag the mouse around! Shadows got broken recently, so I removed them...",13
414,0.00,00.0 fps,420 x 236,Glitch transform,321,tdhooper,2016-12-31,15432,"The glitch effect moves with the model, pause and pan around to see.",15
415,,,,,,,,,,
416,1.21,60.1 fps,420 x 236,Infinite City,164,TekF,2013-08-30,15418,Use a fast 2D voronoi-based pattern to build an isosurface that looks like a city.,22
417,1.36,59.9 fps,420 x 236,wiggle demo,10,mattz,2016-10-02,15347,"Demo using ease curve from https://www.shadertoy.com/view/XlG3RV.

Hit the 'A' key to toggle animation.",0
418,1.72,59.9 fps,420 x 236,Rasterizer - Object,233,iq,2013-03-19,15246,"Using rasterization to render a deforming polygonal mesh, in a fragment shader!!! ",9
419,1.06,59.9 fps,420 x 236,RME4 - Crater,155,patu,2021-03-31,15175,"crater
#makeYourShadersPublic",9
420,1.55,60.1 fps,420 x 236,[SIG15] sigmoids n sines,138,victor_shepardson,2015-08-07,15135,improvised some psychedelic nonsense... getting 2001 and enter the void vibes,11
421,1.59,60.0 fps,420 x 236,Input - Mouse,102,iq,2013-03-12,15160,Shows how the mouse input events work,22
422,0.69,43.9 fps,420 x 236,starDust,243,and,2014-09-15,15122,An attempt to make demoscene production in Shadertoy,11
423,2.10,59.9 fps,420 x 236,doski canady,252,w23,2014-03-07,15096,I cannot describe my shader. Use mouse to move sun around.,9
424,2.28,60.1 fps,420 x 236,Rainbow Showoff,49,akufishi,2018-05-12,15096,silly stuff,3
425,,,,,,,,,,
426,1.09,60.1 fps,420 x 236,Star PSF,86,FabriceNeyret2,2013-10-15,15065,"TAB: 1 vs many. 
      if 1: col=BlackBody(T) vs RGB ( SPACE: mouse.xy = rGB/RGb )

star proj = fraction of sensor pixel.
But lens+aperture diffraction yields Airy spot + cross (diffract on 2ndary mirror handles). 
And bright stars saturate filters.",20
427,1.27,59.9 fps,420 x 236,how many sides?,25,nshelton,2017-05-25,15037,glorious raymarching artifacts,3
428,1.87,60.0 fps,420 x 236,Jump Flooding,109,paniq,2016-02-24,15029,demonstrating distance transform of images using Jump Flooding as described in http://www.comp.nus.edu.sg/~tants/jfa/i3d06.pdf. also good way to look at SDF ground truth. drag mouse to see gradient / distance information.,15
429,1.13,60.0 fps,420 x 236,Couch 2048 Shader,54,mathmasterzach,2019-11-27,15065,"A fun little reimagining of the classic JS1K game Couch 2048 https://js13kgames.com/games/couch-2048/index.html with various modifications such as:
-Taller Armrests
-Janky Physics (Not proper blob physics)
-Narrower Couch
-Smaller Code Size
",20
430,1.01,59.9 fps,420 x 236,Pool,64,iq,2013-10-27,15003,Raytraced pool table.,12
431,0.78,62.0 fps,420 x 236,Grid of Capsules,98,iq,2014-07-24,14989,"Pretty much the same as the Grid of Cylnders: , but with spheres on top.",6
432,1.95,59.9 fps,420 x 236,Re Fractal land by Kali,28,wizgrav,2016-12-26,14983,"Audio reactive remix of kali's awesome fractal land https://www.shadertoy.com/view/XsBXWt 

Electro https://goo.gl/9yBZnJ",1
433,2.02,60.0 fps,420 x 236,301's Fire Shader - Remix 3,173,mu6k,2016-07-27,14961,"Sorry, I couln't resist :P. This is another take on the plasma-fire effect. Original code by CaliCoastReplay and 301.",7
434,1.92,60.0 fps,420 x 236,Jack-o'-lantern,108,P_Malin,2014-10-26,14900,"A shader doodle for halloween
(Works in VR mode - try uncommmenting #define SCENE_DOMAIN_REPEAT)",22
435,0.00,00.0 fps,420 x 236,The Popular Shader,159,fizzer,2014-01-04,14890,"I remade my other shader (https://www.shadertoy.com/view/ldjGWD) inspired by ""The Popular Demo"", to make it more accurate 
I added a tiling effect to make the robot look faceted, but it seems to somehow over-complicate the shader so it doesn't compile.",27
436,0.36,1.4 fps,420 x 236,Heart - 3D,104,iq,2017-02-24,14862,Code for the making of this video: https://www.youtube.com/watch?v=aNR4n0i2ZlM,13
437,1.61,60.0 fps,420 x 236,Noise - Gradient - 3D - Deriv,70,iq,2017-05-14,14829,Analytic derivatives for 3D Gradient Noise (https://www.shadertoy.com/view/Xsl3Dl),8
438,1.39,60.1 fps,420 x 236,Planetary gears,148,AntoineC,2018-04-02,14802,Simple animation using a gear polar function discovered mostly by chance. ,19
439,2.31,60.0 fps,420 x 236,Fur Space 3,114,aiekick,2016-04-21,14792,Based on shane shader : Transparent Cube Field,15
440,0.94,62.9 fps,420 x 236,Taste of Noise 7,405,leon,2021-10-14,14794,Result of experimentation with organic patterns,31
441,0.03,0.8 fps,420 x 236,Manta Ray,107,dakrunch,2015-04-04,14776,"v2.0: 
Improving the distance functions (tail still todo)
Worked on the anatomy.
Added gills.
Need to work on tracing the wings more efficiently.",16
442,0.64,58.7 fps,420 x 236,Bidirectional Laser Tracer,161,michael0884,2021-07-29,14812,"Camera controls are WASD and QR for roll. R reset accumulation. N to shoot a ray.
Storing a light path and then using it for next event estimation in path tracing, the NEE is importance sampled so that the probability of hitting a light path is maximized.",15
443,2.02,60.0 fps,420 x 236,Dusty nebula 4,259,Duke,2016-05-29,14769,"Visualization technique is basically the same as in the Dusty nebula 3, but this time, I tried to imitate the filaments, which can be seen on most of the photos of nebulae.",26
444,2.36,60.0 fps,420 x 236,Disk - distance 2D,39,iq,2020-02-14,14808,Distance to a disk,4
445,1.89,60.0 fps,420 x 236,Hexagone,199,BigWIngs,2019-01-14,14688,What you get when you screw with hexagons for too long. Scrub time with the mouse. Watch fullscreen!,20
446,1.32,60.1 fps,420 x 236,The cubitree,138,XT95,2014-03-23,14667,A fractal tree with 15 cubes and 1 sphere,3
447,1.99,60.1 fps,420 x 236,Reprojection,214,P_Malin,2013-03-09,14651,"Projecting a 2d texture onto a 3d scene. Click in window to see grid over 3d scene.
",11
448,0.97,63.0 fps,420 x 236,Doom 2,66,reinder,2013-11-17,14619,"Reconstructing the first level of Doom 2 in a shader. This is, just like my shader 'Wolfenstein' (https://www.shadertoy.com/view/4sfGWX), an experiment to reconstruct some well-known textures in a textureless shader.",6
449,1.07,60.1 fps,420 x 236,electron,237,gopher,2013-02-25,14576,"quick glsl port of an effect used in a 4k from 2007.
use mouse to rotate (x) and zoom (y)

",11
450,1.08,60.1 fps,420 x 236,Rounded Box - distance 2D,51,iq,2015-07-18,14618,SIGNED distance to a rounded box. Video tutorials explaining how it works: https://www.youtube.com/watch?v=62-pRVZuS5c and https://www.youtube.com/watch?v=s5NGeUV2EyU,7
451,1.48,60.1 fps,420 x 236,desert,116,wachel,2016-08-28,14571,"change log
2016.8.29:modify curve function",9
452,2.39,60.0 fps,420 x 236,Voronoi - basic,153,iq,2013-05-22,14562,Basic Voronoi pattern.,13
453,1.47,60.1 fps,420 x 236,[SH16B]Escape,163,EvilRyu,2016-07-17,14513,"Better watch fullscreen!
Still want to add more stuff, but have no enough time.
",13
454,1.43,60.0 fps,420 x 236,Bokeh disc,267,Dave_Hoskins,2014-09-10,14499,"Uses evenly distributed samples from this idea:- http://blog.marmakoide.org/?p=1 with a few changes, like not using square roots.
Update: Removed trig from the loop.
",16
455,2.64,60.1 fps,420 x 236,Basic Fractal,118,PauloFalcao,2013-10-07,14465,"A very very simple fractal, just mirror, rotate and scale ;)",9
456,0.99,60.0 fps,420 x 236,Alien Thorns,51,Dave_Hoskins,2014-08-29,14461,3D voronoi cells twisted into each other. I Managed to get the texture to move with the voronoi objects. They also slowly change colour.,11
457,2.02,60.0 fps,420 x 236,Structured Vol Sampling,242,huwb,2016-08-27,14391,"New volume sampling algorithm for the camera-in-volume case which eliminates aliasing. Click to turn off. Works by placing samples on set of world planes. See comments for links to diagram, github repos.",22
458,0.26,0.7 fps,420 x 236,Neon Lit Hexagons,290,Shane,2018-06-01,14385,A simple raymarched hexagon scene with some neon elements.,31
459,1.12,60.0 fps,420 x 236,Balloons,111,candycat,2015-11-10,14335,Draw some balloons. Uncomment line 70 to see  singing balloons. thanks @FabriceNeyret2!,19
460,2.19,59.9 fps,420 x 236,Abstract Plane,220,Shane,2016-06-08,14322,Using a randomized 3D tile to add some pronounced surfacing to a warped plane.,22
461,1.70,60.0 fps,420 x 236,Homecomputer,176,nimitz,2016-03-31,14315,Soundcloud track by Dubmood: https://soundcloud.com/dubmood,16
462,0.00,00.0 fps,420 x 236,English Lane,291,blackjero,2021-04-20,14303,"You are walking and flying through an infinite English countryside. 
Chill out and use the mouse to look around. 
A single walk->fly cycle is about 50s.",53
463,1.43,60.1 fps,420 x 236,[SIG15] Eve Arrives,120,iq,2015-08-04,14290,"Still incomplete (finish arms, add animation, add cameras, add sounds fx)",12
464,2.70,60.0 fps,420 x 236,ceva lejer,3,alinres,2020-01-31,14281,dsadas,0
465,1.12,60.0 fps,420 x 236,Cubes and Spheres,105,PauloFalcao,2013-02-16,14147,"Raymarching a field of cubes that morph into spheres.
Use mouse to change camera position.",11
466,0.99,53.3 fps,420 x 236,Escher's prentententoonstelling,136,reinder,2013-04-14,14136,I found this article: http://www.ams.org/notices/200304/fea-escher.pdf describing the transformation used by Escher in the droste-picture: de prentententoonstelling (the picture gallery). The source is a mess atm - I will clean up later.,21
467,2.64,60.0 fps,420 x 236,Sphere - visibility,37,iq,2014-02-10,14138,"Analytical sphere visibility. Can be used for occlusion culling!  White: spheres don't touch.   Yellow: spheres touch (partial occlusion).   Red: spheres completely occlude each other. I'm expecting the ""Yellow is gay"" joke.",4
468,1.67,59.9 fps,420 x 236,jetstream,331,srtuss,2015-02-19,14134,"something i made some moths ago, when i was experimenting with volumetric stuff.",21
469,2.31,60.0 fps,420 x 236,Input - Time,111,iq,2013-03-02,14069,"Simple realtime, real time, watch. The background changes with the time of day - dark grey at night, and blue during the day ",10
470,0.00,00.0 fps,420 x 236,Danger Noodle,211,BigWIngs,2020-03-20,14065,Watch fullscreen with sound. Use mouse to look around.,41
471,0.36,0.7 fps,420 x 236,Noise Lab (3D),162,candycat,2015-12-22,13988,try to fake http://www.noisemachine.com/talk1/19.html in 3D.,14
472,0.38,1.0 fps,420 x 236,prism liquid,207,louis_C,2021-01-26,14024,little doodeling with liquid,15
473,0.00,00.0 fps,420 x 236,Simple Greeble - Split4,108,blackjero,2017-09-20,13977,"Manual unroll of so called shape grammar split (for ""man made"" tech detail) applied to a rough procedural reconstruction of the first few seconds of the death star trench sequence.
Mouse to look around (2 camera paths) ",25
474,2.08,60.0 fps,420 x 236,Single-pass gaussian blur - fast,95,FabriceNeyret2,2017-10-25,13959,"16x acceleration of https://www.shadertoy.com/view/4tSyzy
by applying gaussian at intermediate MIPmap level.
(classical trick also used on hardware for anisotropic filtering).",21
475,,,,,,,,,,
476,0.87,61.0 fps,420 x 236,attic,272,robertcupisz,2013-03-16,13816,"Click and drag to rotate the camera.

The tentacle is a raymarched distance field, the rest of the scene is raycast. The inscattered light/volumetric shadows is just stepping through the volume and casting a shadow ray at every step.",14
477,1.57,59.9 fps,420 x 236,Kaleidoscope Tunnel,56,kaneta,2019-02-10,13849,I was inspired by live VJ,7
478,,,,,,,,,,
479,0.00,00.0 fps,420 x 236,Wythoff explorer,309,mattz,2018-03-02,13788,Everything on the left-hand side is clickable. Arrows above/below digits set triangle corner angles. You can drag the red dot on the sphere. Space toggles GUI. Have fun! ,45
480,2.36,60.1 fps,420 x 236,Horizon Clouds,128,valentingalea,2015-10-06,13777,Study in volumetrics & raymarching. Use mouse to look around.,10
481,2.39,60.0 fps,420 x 236,Animated Marching Visualization,66,lara,2016-09-10,13665,"Choose an angle with the mouse and reset the time.
One step takes 2 seconds.

There is also an instantaneous and coloured visualization by paniq: lslXD8",13
